crop,maturity_days,mean_temp_gs_C,temp_flowering_C,seasonal_rain_mm,rain_flowering_mm,humidity_mean_pct,soil_pH,clay_pct,soil_N_status_kg_ha,soil_P_status_kg_ha,soil_K_status_kg_ha,fert_N_kg_ha,fert_P_kg_ha,fert_K_kg_ha,irrigation_events,ndvi_flowering,ndvi_peak,ndvi_veg_slope,yield_t_ha,soil_moisture_pct
soybean,121,15.49,11.09,791.5,178.1,51.0,6.48,48.8,217.0,5.3,287.1,5.0,34.79306885294646,5.0,3,0.845,0.845,0.0116,1.156964444,27.35
mustard,119,24.32,16.24,649.0,202.0,49.0,8.42,9.5,166.2,23.6,347.8,5.0,20.18434961300882,5.0,1,0.767,0.767,0.0047,0.586263822,21.12
groundnut,144,24.44,13.86,618.3,162.0,50.9,6.9,50.7,152.1,37.3,292.5,15.521486688811759,34.2379355900039,5.0,4,0.9,0.9,0.0037,1.343961948,29.39
mustard,128,21.23,23.1,527.7,211.9,64.1,4.65,12.2,195.2,17.2,226.0,5.0,17.062937503159493,5.0,0,0.669,0.669,0.0027,0.430022364,19.42
groundnut,110,14.0,32.02,770.0,17.8,81.3,8.32,23.3,212.3,7.0,224.1,5.0,21.51938818072167,5.0,3,0.621,0.783,0.0098,0.3133822,18.15
mustard,108,21.64,26.15,598.2,212.6,42.4,8.17,19.3,111.3,30.7,157.0,5.0,5.149622336084626,5.0,0,0.576,0.576,0.0039,0.430022364,19.42
mustard,111,25.18,27.42,915.5,132.5,61.7,7.92,14.2,150.4,5.4,323.0,5.0,20.45621184278839,5.0,2,0.9,0.9,0.0036,0.430022364,19.42
sunflower,112,21.13,16.61,590.5,205.2,67.4,7.62,24.3,209.4,31.1,338.1,5.0,9.64640102777538,5.0,5,0.577,0.577,0.0061,0.332950619,18.36
safflower,133,19.34,22.13,662.1,102.3,87.3,7.39,17.8,216.9,27.8,320.7,5.0,26.65646176507725,5.0,2,0.765,0.765,0.0009,0.761643793,23.04
groundnut,120,16.28,17.77,714.4,212.8,40.5,8.33,46.9,169.0,5.4,204.5,8.293775175231035,37.31353644739349,5.0,2,0.9,0.9,0.0018,1.225324401,28.09
sunflower,101,14.68,12.19,535.6,27.1,70.8,5.07,30.2,148.4,38.7,112.1,5.0,20.29008370517579,12.59165386493992,4,0.838,0.838,0.0043,0.839701461,23.89
mustard,107,26.18,29.78,906.2,79.5,48.4,7.91,7.9,204.3,20.1,209.5,5.0,28.947301638920226,5.0,4,0.545,0.825,0.008,0.788374333,23.33
mustard,122,28.63,17.21,593.7,12.9,43.0,6.49,34.1,175.5,34.8,96.1,5.0,29.825003565598173,21.88313840751701,5,0.663,0.663,0.0027,1.24993167,28.36
safflower,128,12.73,11.53,652.9,162.3,66.2,7.97,40.5,102.8,16.4,190.6,5.0,19.519166820460374,5.0,4,0.525,0.661,0.0069,0.507521883,20.26
soybean,106,22.62,28.29,912.7,23.2,72.8,4.91,57.2,101.7,20.6,261.6,31.155487842390375,29.29221882140508,5.0,1,0.811,0.811,0.0021,1.175810924,27.55
niger seed,138,14.88,16.48,538.5,246.2,79.9,5.89,15.7,165.1,31.9,144.4,5.0,11.367769601506454,5.0,1,0.793,0.793,0.01,0.328826899,18.31
sunflower,123,30.72,11.9,256.7,161.5,59.2,7.61,52.6,160.0,32.8,202.9,5.0,36.062559409245154,5.0,4,0.858,0.858,0.0027,1.116716375,26.91
niger seed,134,23.88,22.51,583.3,30.2,39.2,6.92,58.2,88.0,5.7,337.7,22.60632404637117,31.154185624102116,5.0,5,0.639,0.639,0.0021,0.860854926,24.12
sunflower,119,15.27,12.49,846.5,209.4,86.7,6.26,43.9,92.1,10.6,324.1,34.46099509888626,33.52411718279445,5.0,2,0.9,0.9,0.0059,1.090080326,26.62
mustard,135,28.67,18.98,668.2,106.7,70.7,7.56,27.2,144.3,33.0,291.5,5.0,8.575223393806592,5.0,5,0.88,0.897,0.0035,0.478758231,19.95
soybean,121,15.97,24.62,819.2,231.0,70.6,5.55,57.8,209.4,15.5,182.6,5.0,37.93198272001662,5.0,1,0.732,0.732,0.0075,0.992581261,25.56
sunflower,121,25.73,28.46,778.6,134.9,48.2,5.67,16.9,159.5,37.8,397.5,5.0,5.003413207955723,5.0,5,0.492,0.492,0.0038,0.332950619,18.36
groundnut,113,21.82,14.84,627.3,26.1,37.9,8.09,19.1,102.5,39.1,187.3,21.493280618826184,23.702124733414106,5.0,5,0.497,0.65,0.0111,0.965664864,25.26
soybean,106,16.3,25.16,433.5,156.7,39.3,7.23,51.6,146.6,34.0,139.2,10.063350417755636,29.16325574898065,21.34285358507651,3,0.9,0.9,0.0024,1.098330952,26.71
sunflower,115,30.46,29.31,296.6,121.6,53.7,7.45,51.8,218.5,38.6,80.9,5.0,25.501201230195456,25.029963863222193,4,0.622,0.622,0.0023,0.943582054,25.02
sesame,133,27.84,30.16,924.6,141.9,80.1,7.04,16.3,186.2,11.0,242.5,5.0,24.81113532949086,5.0,5,0.7,0.826,0.0047,0.898408338,24.53
soybean,105,29.95,21.36,452.5,147.2,62.0,7.22,15.4,80.6,36.9,234.5,87.53488231654406,53.67671646391001,18.568868452622063,1,0.784,0.812,0.0061,2.201897037,38.75
mustard,138,30.73,27.98,756.3,135.7,55.1,8.18,29.1,140.0,24.5,303.0,5.0,9.773467518077611,5.0,3,0.9,0.9,0.0022,0.430022364,19.42
sesame,113,15.76,18.91,922.2,32.0,67.7,8.17,7.3,118.0,32.8,209.2,5.0,16.506120441451316,5.0,2,0.67,0.67,0.0032,0.3,18.0
groundnut,147,29.12,30.05,576.3,188.5,62.1,7.92,12.1,147.6,13.9,335.8,5.0,10.179758280877166,5.0,1,0.701,0.73,0.0061,0.362180285,18.68
sunflower,104,22.1,18.44,728.0,142.1,41.3,6.9,17.2,142.4,11.5,381.5,36.96842471643865,39.48870669140203,5.0,1,0.6,0.728,0.012,1.536900056,31.49
soybean,102,20.08,22.59,432.9,58.4,48.3,8.37,45.9,189.8,18.7,237.1,5.0,17.701246430193592,5.0,3,0.448,0.568,0.0124,0.418810658,19.3
soybean,117,23.44,15.32,613.7,196.7,75.2,4.71,29.7,217.5,8.8,131.4,5.0,31.92208773863357,8.905277808834562,1,0.828,0.828,0.0055,1.106707165,26.8
soybean,99,20.11,20.38,350.3,249.8,71.7,7.28,14.7,166.4,14.5,105.1,20.240978444072166,46.89594532909345,41.611414127603275,1,0.703,0.757,0.0099,1.540176197,31.53
sunflower,99,27.5,18.39,674.9,67.5,82.3,6.52,25.2,166.5,9.1,276.8,63.068620079571666,65.5642763630128,9.162503794739674,2,0.614,0.891,0.0087,2.385258233,40.75
soybean,109,25.04,10.23,852.0,124.0,89.0,5.87,7.8,93.1,35.7,108.7,28.7994670924673,28.78736417597549,12.083492887575398,0,0.885,0.885,0.0025,1.091001765,26.63
castor,124,29.88,25.45,742.4,1.8,60.8,7.84,8.7,153.8,5.3,116.5,5.0,22.786940228095816,8.060384081190012,2,0.822,0.822,0.0031,0.756850745,22.98
mustard,137,14.77,18.82,559.4,215.8,87.4,6.81,18.4,93.1,33.5,181.8,74.15485637765832,47.621830486594256,28.52584189220162,1,0.512,0.721,0.0047,2.036872595,36.95
mustard,113,26.6,28.42,263.1,101.0,50.0,7.11,16.2,140.5,30.4,249.2,5.0,7.684133965087008,5.0,5,0.725,0.725,0.0031,0.430022364,19.42
niger seed,138,20.55,10.11,673.4,68.4,74.6,4.65,43.8,169.7,32.2,349.9,5.0,14.40183619697241,5.0,3,0.432,0.859,0.0091,0.642022941,21.73
soybean,98,15.5,31.53,611.3,121.4,65.9,7.75,24.6,187.2,6.7,266.6,5.0,23.443672318998807,5.0,0,0.7,0.755,0.0062,0.715119199,22.53
sunflower,101,26.34,10.25,438.8,93.9,44.3,4.62,19.5,168.1,33.9,309.5,5.0,26.367666142154516,5.0,4,0.699,0.699,0.0052,0.896303066,24.51
mustard,109,27.18,15.14,254.7,115.7,40.1,8.23,28.4,121.6,16.1,118.7,5.0,21.996620082313914,5.0,0,0.9,0.9,0.0027,0.616365388,21.45
soybean,100,18.93,13.8,921.1,187.2,70.5,5.55,42.2,158.4,25.5,142.4,5.0,13.061805024045531,5.0,3,0.413,0.443,0.0038,0.418810658,19.3
mustard,102,17.07,16.32,350.3,21.6,86.9,6.95,52.4,135.3,11.8,361.2,10.442215464921201,27.386064928404398,5.0,0,0.502,0.545,0.0044,1.032053673,25.99
mustard,115,24.28,16.74,291.2,138.4,47.7,6.25,30.9,104.0,18.2,220.9,95.48125641685932,64.3412129480228,34.971365801173185,0,0.545,0.698,0.0141,2.5,42.0
sesame,126,28.53,11.36,521.4,6.7,44.2,7.88,15.3,140.4,35.1,146.4,5.0,10.544322797429505,5.0,5,0.488,0.488,0.0036,0.446237579,19.6
groundnut,139,14.11,13.27,415.2,230.8,83.2,5.98,24.8,91.0,12.3,209.6,5.0,17.531496860876587,5.0,2,0.579,0.712,0.0053,0.333528198,18.37
mustard,139,28.55,33.88,267.3,48.5,59.1,7.47,15.1,84.1,14.6,267.0,6.155581378627604,18.559038326698868,5.0,2,0.47,0.576,0.0047,0.430022364,19.42
mustard,115,22.32,22.85,702.4,94.4,39.4,7.71,33.5,95.3,37.9,138.9,43.6169279436077,38.053483866281354,23.52553081705445,0,0.734,0.734,0.0048,1.430541063,30.33
sesame,139,24.99,11.3,684.4,205.6,65.3,6.18,24.7,219.2,13.3,301.8,5.0,12.823932922632647,5.0,0,0.474,0.778,0.012,0.400958049,19.1
mustard,111,24.38,28.28,834.7,124.1,70.1,4.95,20.3,153.8,29.2,103.3,5.0,11.890647445905564,5.0,4,0.639,0.728,0.0121,0.430022364,19.42
sunflower,107,23.13,21.87,623.2,67.8,39.4,7.71,15.3,175.3,5.8,394.7,5.0,16.17102580262777,5.0,1,0.492,0.492,0.0058,0.33361652,18.37
sesame,136,13.65,29.28,415.6,165.3,53.2,5.56,57.6,216.3,6.4,370.8,5.0,14.118701804988367,5.0,1,0.641,0.641,0.0034,0.3,18.0
soybean,120,29.38,33.85,618.7,173.4,65.9,6.29,8.3,99.8,9.4,365.5,5.0,14.706640024385486,5.0,0,0.705,0.851,0.0062,0.418810658,19.3
groundnut,140,22.42,33.24,921.5,181.6,37.1,7.48,47.5,95.8,14.2,199.4,20.068260286826128,21.08428607230797,5.0,0,0.648,0.756,0.0045,0.753908035,22.95
mustard,120,17.2,34.55,488.3,155.1,48.9,5.55,49.1,202.9,12.6,166.6,5.0,11.949871482199999,5.0,4,0.808,0.808,0.0042,0.430022364,19.42
groundnut,148,15.44,25.12,385.9,45.3,50.7,6.65,12.0,173.1,37.5,317.7,5.0,16.70380171940969,5.0,5,0.416,0.517,0.0115,0.782560121,23.26
sesame,143,21.91,27.73,818.2,205.2,87.2,4.88,32.3,117.1,27.2,164.1,5.0,13.885275829345225,5.0,1,0.783,0.783,0.0091,0.3,18.0
groundnut,122,15.89,12.34,477.8,217.5,89.0,7.22,11.4,211.1,15.0,309.9,5.0,26.333844827705956,5.0,4,0.587,0.793,0.0063,0.720779059,22.59
soybean,113,15.51,16.09,507.0,93.7,72.2,5.96,12.8,189.3,26.0,183.1,5.0,33.244268059807204,7.45734798419236,4,0.527,0.671,0.0067,1.240726576,28.26
groundnut,132,26.1,23.54,530.5,140.7,74.2,6.51,20.0,165.6,28.3,215.8,5.0,17.52549741249348,5.0,3,0.349,0.619,0.0189,0.642881198,21.74
sunflower,103,19.6,27.86,302.1,238.3,48.5,6.52,23.9,108.4,39.3,336.5,24.413987619788585,26.1458602101305,5.0,3,0.874,0.874,0.0047,1.110057363,26.84
mustard,111,17.45,34.06,682.7,57.9,53.4,7.94,46.3,178.9,28.0,385.2,5.0,19.360344065709672,5.0,1,0.3,0.617,0.009,0.430022364,19.42
soybean,99,25.5,15.16,699.1,59.4,57.9,5.23,27.7,117.9,25.7,82.6,21.428662496794807,31.826679241400612,26.36225275091109,1,0.687,0.687,0.0017,1.074249339,26.45
sunflower,128,26.08,20.92,803.2,242.8,79.1,6.22,18.3,153.8,10.8,201.1,5.0,9.561140492135397,5.0,3,0.594,0.594,0.0041,0.541377706,20.63
sunflower,97,28.28,20.02,621.2,165.2,88.7,4.63,34.5,98.7,10.9,102.8,53.2438170110016,41.50227364028682,46.826005714584696,3,0.9,0.9,0.009,1.682066526,33.08
mustard,130,23.26,21.49,456.1,217.4,79.7,5.84,48.0,152.6,33.6,357.9,5.0,10.715397666107098,5.0,2,0.605,0.628,0.0025,0.430022364,19.42
mustard,133,14.72,33.02,640.6,242.9,51.2,6.84,35.3,176.7,29.8,214.2,5.0,19.472227016768418,5.0,5,0.319,0.576,0.0157,0.430022364,19.42
mustard,120,15.9,19.44,392.2,116.0,51.1,7.5,25.6,136.3,23.6,170.1,45.134054665992664,46.18740900103884,18.675856568651156,0,0.822,0.822,0.0047,1.747324204,33.79
soybean,116,16.64,31.31,355.1,119.3,43.3,5.66,54.8,140.9,8.0,211.2,5.0,12.000957652593705,5.0,0,0.375,0.868,0.0116,0.418810658,19.3
soybean,105,28.71,33.48,604.6,53.8,63.4,5.65,13.7,123.1,36.1,296.5,5.0,14.703560541512648,5.0,2,0.464,0.743,0.0102,0.418810658,19.3
groundnut,126,17.23,13.07,637.0,117.9,50.1,7.1,8.1,194.7,33.1,151.6,5.0,39.08729633353584,14.004718921107843,5,0.557,0.771,0.0086,1.113849875,26.88
sunflower,113,17.54,15.68,604.5,244.4,71.0,5.2,14.7,103.5,38.7,380.9,5.0,12.797301165189193,5.0,5,0.461,0.714,0.0079,0.332950619,18.36
mustard,115,20.79,13.58,554.2,180.0,53.2,4.58,48.1,102.6,28.9,254.2,5.0,10.290058398769679,5.0,4,0.416,0.532,0.006,0.430022364,19.42
sesame,127,21.29,30.19,446.7,159.4,65.4,8.42,38.2,131.3,15.4,283.8,5.0,30.659359362107406,5.0,1,0.9,0.9,0.0019,0.812845639,23.59
sunflower,126,17.81,18.43,575.1,73.5,68.0,6.69,27.6,189.3,27.3,187.4,50.685839596461555,58.55643396853306,40.5607157587173,1,0.812,0.812,0.0048,2.395912653,40.86
sesame,137,31.56,18.96,602.7,248.0,72.4,6.14,25.5,141.2,35.4,302.8,5.0,6.89302855433196,5.0,0,0.332,0.473,0.0064,0.3,18.0
soybean,99,23.42,31.46,647.7,9.9,50.0,8.45,59.1,168.0,11.9,104.2,5.0,17.024215926222205,5.0,0,0.9,0.9,0.0023,0.418810658,19.3
sunflower,95,12.28,33.61,781.5,155.6,80.8,8.39,5.3,148.5,18.5,134.4,5.0,26.378602402306196,10.067962964591725,3,0.741,0.88,0.0042,0.955568276,25.15
mustard,112,19.83,28.86,892.7,242.9,65.0,5.44,17.2,210.6,19.4,200.7,5.0,12.848046015235088,5.0,1,0.553,0.78,0.0154,0.430022364,19.42
safflower,133,21.28,16.12,848.8,210.7,89.2,5.32,16.4,209.9,7.3,165.1,5.0,19.1581054305502,5.0,4,0.733,0.733,0.0025,0.698474285,22.35
groundnut,127,12.61,14.13,391.1,191.1,79.8,8.32,32.2,196.5,5.5,338.0,5.0,15.28934797325186,5.0,4,0.559,0.572,0.0034,0.397100016,19.06
sunflower,99,29.62,17.46,326.4,153.4,56.1,7.52,10.2,158.4,7.2,380.8,5.0,26.222341980644224,5.0,3,0.6,0.6,0.0043,0.811733609,23.58
soybean,124,21.05,34.95,328.5,69.3,38.6,7.33,18.5,127.9,5.5,168.5,5.0,21.21532950012886,5.0,1,0.477,0.599,0.0042,0.418810658,19.3
soybean,105,27.59,13.22,721.5,63.0,76.3,8.3,22.7,182.9,34.4,81.5,5.0,13.64618618917871,15.6163230140159,2,0.404,0.703,0.0138,0.704648933,22.41
mustard,138,18.1,11.54,864.8,94.0,44.8,5.22,40.3,206.4,38.2,385.6,5.0,6.440514612928315,5.0,2,0.766,0.766,0.0014,0.430022364,19.42
soybean,97,21.43,14.86,351.4,116.9,68.2,8.28,13.7,212.7,25.4,300.5,5.0,27.166448021613874,5.0,0,0.52,0.52,0.0034,0.992581261,25.56
mustard,129,30.47,17.59,752.7,223.7,36.2,6.98,7.2,217.3,34.9,132.6,5.0,11.196835037119168,5.0,0,0.587,0.587,0.0101,0.430022364,19.42
mustard,106,14.11,28.18,430.0,169.2,50.4,7.24,33.1,161.5,19.2,81.4,5.0,14.085026987523442,5.0,1,0.458,0.646,0.0062,0.430022364,19.42
sunflower,116,27.43,28.73,708.5,108.4,43.2,7.06,39.8,102.9,24.3,275.0,37.42467637304984,31.411473966721164,5.0,4,0.76,0.76,0.0062,1.357106722,29.53
mustard,126,25.31,28.48,333.1,148.0,36.7,5.18,30.2,115.4,25.0,371.9,5.0,11.065729143183427,5.0,2,0.633,0.746,0.0057,0.430022364,19.42
sunflower,124,12.13,22.16,708.8,205.1,64.0,6.18,43.5,167.4,9.9,183.4,5.0,15.421037349206848,5.0,3,0.759,0.759,0.007,0.535384595,20.57
sunflower,122,21.05,19.12,903.3,188.6,80.6,8.39,58.2,165.8,34.5,312.1,5.0,5.0,5.0,4,0.482,0.715,0.0125,0.336946026,18.4
sunflower,129,29.72,10.54,757.0,245.1,65.0,4.97,37.2,144.7,39.2,323.2,5.0,10.800521206943262,5.0,3,0.375,0.529,0.0062,0.332950619,18.36
soybean,104,12.59,14.53,371.4,208.7,83.4,4.63,37.4,208.2,14.0,81.0,5.0,22.903689631652185,13.308305358294362,5,0.876,0.876,0.0041,0.626121934,21.56
soybean,106,29.27,13.19,888.6,11.1,83.9,5.82,43.9,152.9,5.9,123.7,5.0,30.303291991441984,6.437229504988044,4,0.848,0.848,0.0032,0.681614347,22.16
mustard,123,19.39,30.79,928.4,67.6,54.3,8.36,10.0,113.8,23.1,341.0,5.0,20.199589552570465,5.0,5,0.47,0.893,0.0278,0.569062928,20.94
groundnut,142,25.17,20.19,687.5,79.1,89.5,6.77,16.9,198.5,29.9,196.3,6.453495193359592,37.62528975998821,14.859388774733013,0,0.573,0.575,0.0078,1.533782023,31.46
mustard,128,15.62,19.96,742.1,202.6,35.9,8.06,40.5,145.5,29.2,248.7,5.0,15.469096197415201,5.0,3,0.472,0.579,0.0108,0.430022364,19.42
soybean,112,17.48,13.73,400.5,115.1,79.7,7.04,54.3,149.4,32.1,303.3,10.33846393299258,29.35030515613127,5.0,3,0.792,0.792,0.0046,1.237585496,28.23
mustard,107,31.08,17.05,719.4,141.3,89.4,6.98,34.0,214.8,29.0,244.1,5.0,15.318221371202318,5.0,0,0.424,0.593,0.0074,0.656500808,21.89
sunflower,117,19.55,15.32,907.6,176.3,71.6,8.46,50.9,99.3,36.2,263.2,33.33269314741928,31.481522156821836,5.0,5,0.9,0.9,0.0039,1.190631413,27.72
sesame,117,23.3,27.57,414.7,34.1,49.5,7.42,44.9,91.8,6.6,142.3,5.0,20.697491387001357,5.0,3,0.49,0.605,0.0084,0.490580292,20.08
soybean,99,19.1,23.11,914.4,85.3,58.5,4.51,18.6,173.8,15.4,337.8,5.0,11.154346849629952,5.0,5,0.547,0.87,0.0087,0.418810658,19.3
groundnut,119,28.46,27.34,622.2,229.3,52.7,5.14,43.3,127.3,5.3,113.5,5.0,21.11314082153991,5.0,3,0.468,0.468,0.0016,0.56005876,20.84
groundnut,124,13.64,23.4,701.6,101.1,59.5,5.78,20.0,207.3,31.7,290.0,5.0,11.790868602618819,5.0,4,0.391,0.843,0.0122,0.517080629,20.37
mustard,128,22.3,28.24,684.6,52.3,81.4,7.1,19.9,204.4,38.8,377.9,5.0,15.289008494443332,5.0,5,0.618,0.871,0.0196,0.430022364,19.42
sesame,128,25.84,20.02,366.4,10.7,89.0,8.47,52.9,163.4,22.8,272.9,5.0,20.378527573837452,5.0,4,0.536,0.679,0.015,0.754762931,22.96
groundnut,149,31.88,18.16,592.9,82.9,53.5,8.33,7.8,103.2,39.4,355.3,27.934236701438103,32.4965750534993,5.0,3,0.448,0.561,0.006,1.078034767,26.49
mustard,106,25.56,18.76,668.8,38.1,84.8,7.62,34.0,204.3,13.7,244.7,5.0,21.31952033510074,5.0,0,0.406,0.505,0.0036,0.430022364,19.42
soybean,117,17.7,28.94,605.0,217.2,60.6,8.08,5.3,152.1,23.0,116.4,5.0,10.35838793931902,5.0,0,0.622,0.743,0.0099,0.418810658,19.3
soybean,120,15.46,21.2,568.0,44.9,88.2,8.27,12.3,110.4,39.1,396.6,19.139548102052537,20.748264060586152,5.0,0,0.618,0.781,0.0122,0.962217488,25.22
soybean,118,30.21,20.15,505.5,58.1,48.8,8.04,14.4,142.1,10.8,99.9,5.0,19.674378732914864,5.0,4,0.411,0.882,0.0236,0.418810658,19.3
sunflower,124,14.27,26.61,461.7,122.8,45.6,4.74,32.3,111.9,26.5,360.8,30.287344889181533,31.14053659937256,5.0,4,0.9,0.9,0.0026,1.191963215,27.73
safflower,134,14.11,20.46,484.7,108.0,69.0,7.62,17.1,203.0,39.2,188.8,5.0,21.143780648728363,5.0,1,0.601,0.601,0.0036,0.912528678,24.68
sunflower,119,19.91,20.75,622.1,143.1,38.4,6.06,51.3,80.8,5.2,313.3,11.287844653538352,19.709208606695327,5.0,4,0.635,0.635,0.0061,0.47878299,19.95
niger seed,119,30.11,28.98,256.8,221.8,81.3,4.51,39.1,120.5,36.1,232.9,5.0,10.769725029810157,5.0,3,0.567,0.567,0.0041,0.385271657,18.93
soybean,118,16.14,15.9,676.2,116.4,55.8,8.25,49.1,148.4,33.4,97.9,5.0,16.462512640775486,5.0,2,0.501,0.501,0.0076,0.418810658,19.3
groundnut,126,31.95,23.09,323.0,105.6,69.7,6.21,18.8,206.6,27.0,301.1,5.0,22.546890277266808,5.0,5,0.795,0.795,0.0028,0.866277938,24.18
mustard,109,26.24,12.93,825.0,137.2,59.3,8.32,12.3,218.0,27.2,90.0,5.0,15.848201220368988,5.0,1,0.667,0.667,0.0025,0.430022364,19.42
sunflower,129,26.16,11.93,773.7,4.4,59.4,7.79,49.3,132.5,20.8,194.5,34.12307584162199,40.58208555966156,8.273322203059426,1,0.538,0.865,0.0125,1.496945982,31.06
castor,144,27.86,13.36,861.3,88.2,76.1,7.05,36.3,193.1,30.4,319.5,5.0,22.60364964437429,5.0,1,0.766,0.782,0.0015,0.628828177,21.59
mustard,105,17.8,30.05,526.9,131.4,49.4,4.55,6.3,108.0,14.5,195.8,5.0,16.2852989489144,5.0,1,0.727,0.801,0.0062,0.430022364,19.42
soybean,101,15.35,34.37,392.4,2.7,66.9,5.75,17.8,87.3,15.2,139.5,5.0,16.785369146022738,5.0,4,0.615,0.664,0.0081,0.418810658,19.3
sunflower,98,13.88,10.92,818.3,209.5,60.9,5.84,15.7,175.8,25.2,210.0,15.674845145519491,37.53510937200647,9.223906968435891,5,0.9,0.9,0.0055,1.414374229,30.16
sunflower,98,31.44,24.86,612.1,164.7,83.7,7.02,53.4,161.9,22.9,231.8,26.88224630439549,38.546578766714724,5.0,2,0.873,0.873,0.0039,1.620803612,32.41
sunflower,104,26.94,27.13,632.8,60.5,43.9,5.97,13.7,111.8,30.1,186.2,26.85315938451783,24.371014441753413,5.0,1,0.607,0.607,0.0037,0.954902375,25.14
soybean,110,30.85,31.67,490.4,18.0,88.4,6.95,7.0,96.9,29.5,323.6,49.176233143438196,32.68994135130831,5.0,5,0.791,0.791,0.0051,1.460602171,30.66
soybean,113,30.79,11.11,938.9,120.7,41.2,4.56,17.6,183.3,22.8,104.0,5.0,17.333809184266993,6.209567485987432,0,0.342,0.536,0.0077,0.418810658,19.3
groundnut,110,22.27,17.52,492.3,67.8,61.1,5.43,47.1,206.0,22.6,375.8,5.0,31.61379917264064,5.0,4,0.676,0.676,0.0036,0.910151446,24.66
sunflower,121,24.1,26.72,888.9,68.2,78.0,7.98,28.9,101.8,20.8,133.7,32.332209961091586,25.247636461630222,21.268908464702374,4,0.888,0.888,0.004,1.220596968,28.04
soybean,113,31.07,34.18,387.4,163.9,62.1,6.07,10.9,167.1,7.1,291.0,5.0,21.686105662054473,5.0,3,0.504,0.671,0.0065,0.418810658,19.3
sunflower,110,26.36,20.06,565.1,177.5,47.0,7.03,44.3,198.2,6.3,376.8,5.0,15.892946724458026,5.0,2,0.412,0.46,0.0083,0.332950619,18.36
sunflower,117,12.2,19.98,323.3,129.2,41.2,6.21,5.1,181.3,36.1,276.5,7.6552330603402385,34.73237151378608,5.0,1,0.794,0.794,0.0048,1.228587783,28.13
niger seed,146,14.83,20.63,825.0,228.1,86.2,7.58,13.0,114.0,11.3,122.3,9.999511757740548,26.999827635450995,15.577890207156171,0,0.374,0.845,0.012,0.829303754,23.77
groundnut,112,28.58,17.92,661.4,71.6,69.6,7.37,34.0,175.2,21.2,145.3,5.0,33.74653853039734,12.961368153477407,4,0.45,0.754,0.0097,1.099971521,26.73
sesame,147,28.94,27.75,368.0,133.0,50.6,7.35,34.4,126.9,29.4,92.9,15.987126047110065,27.728872536428877,33.49336896299216,2,0.861,0.861,0.0019,1.091705092,26.64
castor,129,14.31,18.77,687.6,162.9,78.1,7.14,37.7,167.5,8.7,276.6,5.0,24.104430256854393,5.0,1,0.625,0.625,0.0074,0.711712089,22.49
groundnut,129,18.58,29.2,633.3,113.8,62.5,6.05,34.5,105.3,16.9,193.1,19.113826748321845,27.356239355932956,5.0,4,0.707,0.707,0.0025,0.771815589,23.15
safflower,146,15.31,31.4,814.2,148.9,55.4,5.04,27.0,178.9,8.9,267.2,5.0,24.386800516567842,5.0,1,0.579,0.753,0.0091,0.3,18.0
groundnut,141,21.16,18.97,864.1,233.7,78.9,5.73,49.4,207.1,17.4,294.3,5.0,30.159436410370812,5.0,0,0.556,0.593,0.0074,1.168020227,27.47
mustard,104,14.34,28.37,321.6,148.6,38.4,4.58,43.5,147.6,23.5,366.8,20.920239726272545,35.046585848284565,5.0,5,0.634,0.843,0.0109,1.331635919,29.25
soybean,106,31.23,33.53,302.2,34.9,84.5,8.11,30.2,195.3,19.0,383.7,5.0,12.58818194563002,5.0,2,0.74,0.74,0.0075,0.418810658,19.3
sunflower,100,19.11,12.08,478.8,39.6,43.4,7.54,44.2,137.8,16.4,103.6,5.0,15.193373488431245,6.94149584843087,4,0.648,0.648,0.01,0.427508595,19.39
sunflower,116,22.75,17.75,361.5,160.5,52.5,5.39,38.0,159.9,30.5,254.3,5.0,18.65777911428963,5.0,2,0.518,0.879,0.0108,0.761791016,23.04
castor,126,15.97,21.29,820.5,26.4,70.3,6.68,58.4,160.9,39.3,108.8,5.0,11.082030869026887,6.149173925453974,5,0.873,0.873,0.0017,0.583300394,21.09
groundnut,137,25.02,17.27,807.5,230.2,68.9,6.53,5.5,108.0,18.2,253.6,5.816227014162746,20.35630337321137,5.0,4,0.609,0.702,0.0049,0.546180405,20.69
mustard,126,19.08,20.65,483.8,127.6,71.7,6.82,19.3,163.1,12.4,347.3,5.0,17.774462247604774,5.0,1,0.571,0.571,0.0042,0.430022364,19.42
niger seed,120,18.85,32.14,687.2,83.1,38.0,7.59,12.2,114.2,27.1,156.0,5.0,10.642525841598006,5.0,3,0.532,0.829,0.0143,0.434190447,19.46
sunflower,122,27.47,18.29,286.0,227.4,38.3,8.48,54.8,116.8,10.1,141.3,5.0,10.762603787295337,5.0,1,0.69,0.704,0.0069,0.332950619,18.36
sunflower,129,24.17,23.85,295.3,221.8,57.8,5.01,45.9,128.9,24.9,295.6,5.0,21.823180989164186,5.0,2,0.732,0.846,0.007,0.609965534,21.38
sesame,129,31.62,33.57,481.8,192.6,38.7,5.53,29.0,171.7,12.5,309.7,5.0,26.85480067596651,5.0,2,0.813,0.813,0.0036,0.967420588,25.28
soybean,120,15.01,32.7,889.7,141.8,39.5,7.88,7.0,176.6,37.7,199.3,5.0,20.42197784133105,5.0,4,0.729,0.729,0.0032,0.418810658,19.3
